codmat|descripcion|marca|codfam|subfam|Estado|undbase|und A|und B|und C 
030417|FORRO TAPA QUALITY A-4 X-GAME PLAST|STANDFORD|008|004|A|CTO|||
030418|FORRO CONTRATAPA QUALITY A-4 X-GAME S/PLAST|STANDFORD|008|004|A|CTO|||
030420|FORRO CONTRATAPA QUALITY A-4 X-GAME PLAST|STANDFORD|008|004|A|CTO|||
030421|FORRO TAPA QUALITY A-5 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030423|FORRO TAPA QUALITY A-5 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030424|FORRO CONTRATAPA QUALITY A-5 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030425|FORRO CONTRATAPA QUALITY A-5 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030444|ESTUCHE PANTONERO||008|200|A|UNI|||
030445|CUENTA DE HILO||008|200|A|UNI|||
030446|MICROMETRO ELECTRONICO DIGITAL||008|200|A|UNI|||
030447|ESTUCHE CUENTA DE HILO||008|200|A|UNI|||
030451|FORRO TAPA QUALITY A-4 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030452|FORRO TAPA QUALITY A-4 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030453|FORRO CONTRATAPA QUALITY A-4 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030454|FORRO CONTRATAPA QUALITY A-4 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030455|FORRO TAPA QUALITY A-5 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030456|FORRO TAPA QUALITY A-5 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030457|FORRO CONTRATAPA QUALITY A-5 COLOR S/PLAST|STANDFORD|008|004|A|CTO|||
030458|FORRO CONTRATAPA QUALITY A-5 COLOR PLAST|STANDFORD|008|004|A|CTO|||
030468|CUAD DELUXE 88HJ CUADRI HELLO KITTY|NORMA|002|012|A|UNI|DOC|CTO|
030469|CUAD DELUXE 88HJ RAYADO HELLO KITTY|NORMA|002|012|A|UNI|DOC|CTO|
030489|CUAD  DELUXE  88HJ T/RENGLON|ATLAS|002|012|D|UNI|DOC|CTO|MLL
030490|CUAD DELUXE 88HJ INICIAL CUADRIMAX|ATLAS|002|012|A|UNI|DOC|CTO|MLL
030491|CUAD DELUXE 88HJ T/RAYA (T/LINEA)|ATLAS|002|012|A|UNI|DOC|CTO|UNI
030494|NOTA DE CREDITO CISSAC ORIGINAL+02 COPIAS||009|001|D|MLL|||
030502|GUIA REMISION MIROQUESADA ORIGINAL+03 COPIAS||009|001|D|MLL|||
030507|LUPA CUENTA HILOS||009|005|A|UNI|||
030514|CARTULINA TRIPLEX 400 GR 90X85|IMPORTADO|008|012|A|CTO|||
030515|CARTON CORRUGADO 50X70CM ROJO|S/M|||D|UNI|||
030516|FAJA PLANA 18MM X 1.4 MM||008|200|A|MTR|||
030517|FAJA PLANA 18MM X 40 MM||008|200|A|MTR|||
030518|FAJA PLANA 37 MM CON 10 HUECOS DE 10 MM||008|200|A|MTR|||
030519|FACTURA CONFORMADA  T.UCAYALI|CONTINENTAL|005|001|A|MLL|||
030520|HOJAS PIONER A-4 75GR CUADRI CUTIES|STANDFORD|008|001|A|CTO|||
030539|TINTA SEPIA PANTONE 720 U 0A9006||008|100|A|KLG|||
030540|TINTA VERDE PANTONE 368 U||008|100|A|KLG|||
030541|CLISE BLOCK OFICIO TRIPLE RENGLON||008|120|D|UNI|||
030542|CUAD DELUXE 88HJ CUADRI. COSIDO PELUCHES|NORMA|002|012|D|UNI|DOC|CTO|
030543|CUAD DELUXE 88HJ T/REGLON COSIDO PELUCHES SCH|NORMA|002|012|D|UNI|DOC|CTO|
030544|CUAD DELUXE 88HJ T/REGLON ESP COSIDO PELUCHES|NORMA|002|012|D|UNI|DOC|CTO|
030545|CUAD DELUXE 88HJ CUADRIMAX COS 2X2 PELU.|NORMA|002|012|A|UNI|DOC|CTO|
030546|CUAD DELUXE 88HJ CUADRIMAX COS 1X1 PELU.|NORMA|002|012|A|UNI|DOC|CTO|
030547|CUAD DELUXE 88HJ T/REGLON COS MYFARM 532806|NORMA|002|012|D|UNI|DOC|CTO|
030551|VALE PROMOC.-CONSUMO ROCKY'S S/. 7.50||005|047|D|UNI|||
030560|CUAD DELUXE 88HJ CUADRICULADO|CHINO|002|012|A|UNI|DOC|CTO|
030561|CUAD DELUXE 88HJ RAYADO|CHINO|002|012|A|UNI|DOC|CTO|
030580|TOALLA PROMOCIONAL||009|003|A|UNI|||
030581|CUAD DELUXE 88HJ THE DOGS CUADRICULADO|MYLANO|010|012|A|UNI|DOC|CTO|
030582|CUAD DELUXE 88HJ DOGS T/RENGLON (28432)|NORMA|002|012|D|UNI|DOC|CTO|
030583|CUAD DELUXE 88HJ DOGS T/RAYA (28433)|NORMA|002|012|D|UNI|DOC|CTO|
030623|FAJA AVX 1425 LA P/GUILLOTINA||008|200|A|UNI|||
030629|CARATULA  COLORES A-5 65X84  S/PLAST.|STANDFORD|008|002|A|CTO|||
030630|CARATULA  COLORES A-5 65X84  PLAST.|STANDFORD|008|002|A|CTO|||
030672|GASOLINA 90||009|011|A|GLN|||
030673|GASOLINA 84||009|011|A|GLN|||
030675|PETROLEO DIESEL||009|011|A|GLN|||
030688|REPUESTO PARALLEL PIN, HARDENED 6106020|HONNER|008|200|A|UNI|||
030689|REPUESTO DRIVER ROUND WIRE Nº 24-28 3163325|HONNER|008|200|A|UNI|||
030690|REPUESTO SLOTTED COUNT. HEAD SCREW 7603010|HONNER|008|200|A|UNI|||
030691|REPUESTO SLOTTED COUNT. HEAD SCREW 7603016|HONNER|008|200|A|UNI|||
030692|REPUESTO INFLOW PIPE 9463202|HONNER|008|200|A|UNI|||
030693|REPUESTO SHOE TONGUE 9463302|HONNER|008|200|A|UNI|||
030694|REPUESTO BENDER ROUND WIRE 23-30 9463314|HONNER|008|200|A|UNI|||
030695|PETROLEO DIESEL||009|011|D|GLN|||
030729|CUAD  ESCOLAR "B" 92HJ SURTIDO C/M|STANDFORD|010|010|D|UNI|||
030730|PAPEL BOND 90 GR 72X51 CM|KSR|008|023|A|CTO|||
030731|PAPEL BOND 90 GR 35X50 CM PIEL P/ARTEMANIA|KSR|008|023|A|CTO|||
030732|PAPEL BOND 90 GR 35X50 NARANJA P/ARTEMANIA|KSR|008|023|A|CTO|||
030733|PAPEL BOND 90 GR 35X50 CM CELESTE P/ARTEMANIA|KSR|008|023|A|CTO|||
030734|PAPEL BOND 90 GR 35X50 CM MORADO P/ARTEMANIA|KSR|008|023|A|CTO|||
030735|PAPEL BOND 90 GR 35X50 MARRON P/ARTEMANIA|KSR|008|023|A|CTO|||
030736|PAPEL BOND 90 GR 35X50 LILA P/ARTEMANIA|KSR|008|023|A|CTO|||
030737|PAPEL BOND 90 GR 35X50 AMARILLO P/ARTEMANIA|KSR|008|023|A|CTO|||
030738|PAPEL BOND 90 GR 35X50 VERDE P/ARTEMANIA|KSR|008|023|A|CTO|||
030739|PAPEL BOND 90 GR 35X50 FUCSIA P/ARTEMANIA|KSR|008|023|A|CTO|||
030740|CARTULINA 32.5X50 CM MORADA P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030741|CARTULINA 32.5X50 CM AMARILLA P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030742|CARTULINA 32.5X50 CM VERDE P/ARTEMANIA|IMPORTADO|008|008||CTO|||
030743|CARTULINA 32.5X50 CM NEGRA P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030744|CARTULINA 32.5X50 CM NARANJA P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030745|CARTULINA 32.5X50 CM ROJO P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030746|CARTULINA 32.5X50 CM VERDE P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030747|CARTULINA 32.5X50 CM AZUL P/ARTEMANIA|IMPORTADO|008|008|A|CTO|||
030748|CARTON CORRUGADO 32.5X50 AMARILLO P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030749|CARTON CORRUGADO 32.5X50 VERDE P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030750|CARTON CORRUGADO 32.5X50 ROJO P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030751|CARTON CORRUGADO 32.5X50 AZUL P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030752|CARTON CORRUGADO 32.5X50 LILA P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030753|CARTON CORRUGADO 32.5X50 NARANJA P/ARTEMANIA|IMPORTADO|008|010|D|CTO|||
030754|PAPEL LUSTRE 35X50 CM CELESTE P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030755|PAPEL LUSTRE 35X50 CM AMARILLO P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030756|PAPEL LUSTRE 35X50 CM PIEL P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030757|PAPEL LUSTRE 35X50 CM NARANJA P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030758|PAPEL LUSTRE 35X50 CM VERDE P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030759|PAPEL LUSTRE 35X50 CM AZUL P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030760|PAPEL LUSTRE 35X50 CM MORADO P/ARTEMANIA|STANDFORD|008|001|A|CTO|||
030761|CARTULINA PLAST.35X50 MORADO P/ARTEMANIA|NACIONAL|008|008|D|CTO|||
030762|CARTULINA PLAST.35X50 NARANJA P/ARTEMANIA|NACIONAL|008|008|D|CTO|||
030763|CARTULINA PLAST.35X50 AMARILLO P/ARTEMANIA|NACIONAL|008|008|D|CTO|||
030764|CARTULINA PLAST.35X50 VERDE P/ARTEMANIA|NACIONAL|008|008|D|CTO|||
030765|CARTULINA PLAST.50X70 AZUL P/IMPRESION|NACIONAL|008|008|D|CTO|||
030766|CARTULINA PLAST.50X70 ROJO P/ARTEMANIA|NACIONAL|008|008|D|CTO|||
030767|CARTULINA DUPLEX IMPRESO 35X50 ROJO/VERDE|VALDIVIA|008|011|A|CTO|||
030768|CARTULINA DUPLEX IMPRESO 35X50 RAYAS|VALDIVIA|008|011|A|CTO|||
030769|CARTULINA 50X65 CM ROJO 1/0|IMPORTADO|008|008|A|CTO|||
030770|CARTULINA 50X65 CM AMARILLO 1/0|IMPORTADO|008|008|A|CTO|||
030773|HOJA MOLDE A-3|STANDFORD|008|201|A|UNI|||
030779|TAPA CUAD. ESP. A-5  W. POOH QUALITY BOOK|STANDFORD|008|013|A|JGO2|||
030780|TAPA CUAD. ESP. A-5  MICKEY QUALITY BOOK|STANDFORD|008|013|A|JGO2|||
030781|TAPA CUAD. ESP. A-5  SNOOPY QUALITY BOOK|STANDFORD|008|013|A|JGO2|||
030782|TAPA CUAD. ESP. A-5  CUTIES QUALITY BOOK|STANDFORD|008|013|A|JGO2|||
030788|CABLE SILICONADO N° 8 AWG||008|201|A|MTR|||
030789|LED VERDE 220 V TELEMECANIQUE||008|201|A|UNI|||
030790|TUBOFLEX 1 1/2 PVC||008|201|A|MTR|||
030791|CINTILLO PLÁSTICOS DE 20 CM DE LONGITUD||008|100|A|UNI|||
030792|PRENSOESTOPAS DE 1 1/2"||008|201|A|UNI|||
030793|TERMINALES COMPRESIÓN P/CABLE N°4||008|201|A|UNI|||
030794|TERMINALES COMPRESIÓN P/CABLE N°8||008|201|A|UNI|||
030795|ACOPLE P/CABLE SPINBOLT O PERNO RANURADO||008|201|A|UNI|||
030796|TABLERO ADOSABLE 40 H X 30 A X 20 F C/ CHAPA||008|201|A|UNI|||
030797|ABRAZADERAS DE 1 1/2" DE UNA OREJA METÁLICA||008|201|A|UNI|||
030798|RODAMIENTOS 608 2 RS|SKF|008|200|A|UNI|||
030799|RODAMIENTOS DE BOLAS 6203 Z||008|200|A|UNI|||
030800|RODAMIENTOS 4T LM 11949 AL||008|200|A|UNI|||
030801|RETENES 55226||008|201|A|UNI|||
030802|FAJA SINCRONIZADA 285 L 075 492 USA||008|200|A|UNI|||
030803|RODAMIENTOS RA010NPPJNA||008|200|A|UNI|||
030804|RODAMIENTOS DE LEVA CF 1 3/8 - 9 KIA||008|200|A|UNI|||
030805|RODAMIENTOS DE LEVA CF 1 3/4 - 9 KIA||008|200|A|UNI|||
030806|RODAMIENTO MRC 208 SFFC||008|200|A|UNI|||
030847|CABLE TW N° 4||008|201|A|MTR|||
030849|LLAVE 3+125 AMP REGULABLE (100-125)||008|201|A|UNI|||
030853|RODAMIENTOS 6311 2Z C3||008|200|A|UNI|||
030854|RODAMIENTO 2NU12-RODILLO  (PISTA INTER NU212)||008|200|A|UNI|||
030856|TUBO GALVANIZADO DE 6,40 M DE 1" Ø||008|201|A|UNI|||
030859|TAPA CUAD.EMPASTADO 180 HJS|STANDFORD|008|013|A|CTO|||
030867|FILTRO UNIDAD DE MANTENIMIENTO FRL 0-10 BAR|FESTO|008|201|A|UNI|||
030868|FILTRO REGULADOR 0-10 BAR|FESTO|008|201|A|UNI|||
030869|NOTA DE DEBITO S.RAQUEL ORIGINAL+03 COPIAS||005|006|A|MLL|||
030870|NOTA DE DEBITO CISSAC ORIGINAL+03 COPIAS||005|006|D|MLL|||
030873|TACO CUAD.ESP.160HJ A-4 Q.BOOK TROQ. W. POOH|STANDFORD|008|007|A|CTO|||
030874|TACO CUAD.ESP.160HJ A-4  Q.BOOK TROQ. SNOOPY|STANDFORD|008|007|A|CTO|||
030875|INTERRUPTOR TERMOMAGNÉTICO 3X160A REG 85KA|MERLYN GERING|008|201|A|UNI|||
030876|CABLE THW 2/0 AWG||008|201|A|MTR|||
030877|TERMINALES DE COMPRESIÓN N° 2 AWG||008|201|A|UNI|||
030878|HUACHAS PLANAS AGUJERO INTERIOR 12 MM||008|201|A|UNI|||
030879|HUACHAS DE PRESIÓN||008|201|A|UNI|||
030880|PERNO ZINCADO 10 MM Ø X 50 MM C/HUACHA + TUER||008|201|A|UNI|||
030881|AFICHE CONSORCIO COLEGIO CATOLICO 61 X 43 CM||009|003|A|CTO|||
030882|ESCOBILLA DE CARBON GRADO E49 X 6.3X6.3X15 MM||008|200|A|UNI|||
030891|PALETA DE CARBON SCHUNK FE65 170X4X41.5 MM||008|200|A|UNI|||
030907|RETEN 350364 1-47 8X20X7.5 MM||008|201|A|UNI|||
030908|RETEN 350364 1-3 SEGÚN MUESTRA||008|201|A|UNI|||
030912|CHUMACERA COMPLETA XC2380CA (EJE TRANSMISION)||008|201|A|UNI|||
030932|VALE CONSUMO METRO P/INCENTIVO-S/.100.00||009|003|A|UNI|||
030933|RODAMIENTO DE RODILLOS CILINDRICOS UN308||008|200|A|UNI|||
030934|RODAMIENTO DE RODILLOS UN207||008|200|A|UNI|||
030935|RODAMIENTO 61900-2Z|SKF|008|200|A|UNI|||
030936|FAJA DE TRANSMISION EN V 10 X 600 LA||008|200|A|UNI|||
030937|FAJA DE TRANSMISION EN V 13 X 590 LA|OPTIBELT|008|200|A|UNI|||
030954|RODAMIENTO 4204 ET VH|SKF|008|200|A|UNI|||
030955|RODAMIENTO 6202 RSA|SKF|008|200|A|UNI|||
030956|ESCOBILLA CU GRAFITO SCHUNK A12S 10X6X30 MM||008|200|A|UNI|||
030972|PAPEL BOND 75 GR   44 CM|BAHIA SUL|008|022|A|KLG|||
030973|TAPA CONTRATAPA QUALITY BOOK COLOR A4|STANDFORD|008|013|A|JGO2|||
030974|TAPA CONTRATAPA QUALITY BOOK COLOR A5|STANDFORD|008|013|A|JGO2|||
030976|RODAMIENTO 1211 K|SKF|008|200|A|UNI|||
030977|RODAMIENTO 61830|SKF|008|200|A|UNI|||
030984|CUAD  DELUXE  72HJ CUADRI POWER RANGER|STANDFORD|010|013|D|UNI|DOC|CTO|MLL
030985|CUAD  DELUXE  72HJ RAYADO POWER RANGER|STANDFORD|010|013|D|UNI|DOC|CTO|MLL
030986|CUAD  DELUXE  72HJ CUADRI PRINCESAS|STANDFORD|010|013|A|UNI|DOC|CTO|MLL
030987|CUAD  DELUXE  72HJ RAYADO PRINCESAS|STANDFORD|010|013|A|UNI|DOC|CTO|MLL
030994|CARTULINA IMPRESA FOLDER TOP PIONER|STANDFORD|008|008|A|CTO|||
030995|CARTULINA TROQUELADA FOLDER TOP PIONER|STANDFORD|008|008|A|CTO|||
030996|FOLDER A-4 TOP PIONER|STANDFORD|008|500|A|UNI|||
031000|RODAMIENTO 222 / 2206|SKF|008|200|A|UNI|||
031001|FAJA SINCRONICA 900H200  Z=180|OPTIBELT|008|200|A|PZA|||
031002|FAJA SINCRONICA 1400H175  Z=280|OPTIBELT|008|200|A|PZA|||
031003|TROQUEL P/CARPETA TOP PIONER||008|110|A|UNI|||
031006|CUCHILLA Y PORTACUCHILLA||008|200|A|JGO|||
031008|RELAY 110 V C/ZOCALO||008|200|A|UNI|||
031009|POTENCIOMETRO (REOSTATO) 1000 OHM 75 W||008|201|A|UNI|||
031010|TEMPORIZADOR ON DELAY 110 V AC / 5 AMP||008|201|A|PZA|||
031011|PULSADOR NA VERDE|TELEMECANIQUE|008|201|A|UNI|||
031012|CONTACTOR MAGNETICO 3TB-42 22E 220 V||008|201|A|UNI|||
031013|PULSADOR DE EMERGENCIA 22 MM TIPO HONGO||008|201|A|UNI|||
031014|SELIKA||008|201|A|KLG|||
031015|FILTRO S/MUESTRA DIAM.49-55L (Ø INT.1)||008|201|A|UNI|||
031016|CABLE CONTROL CCTB 7 X 16 AWZ||008|201|A|MTR|||
031017|PLACA POSITIVA 64.5 X 44.5 X 0.15 MM||008|100|A|UNI|||
031018|CUAD  DELUXE  72HJ CUADRI  W.POOH|STANDFORD|010|013|A|UNI|DOC|CTO|MLL
031019|CUAD  DELUXE  72HJ RAYADO  W.POOH|STANDFORD|010|013|A|UNI|DOC|CTO|MLL
031020|MANTILLA 24 1/2 X 20 DE 0.041||008|100|D|UNI|||
031022|RODAMIENTO 3210 E|SKF|008|200|A|UNI|||
031023|RODAMIENTO 22209 CC|SKF|008|200|A|UNI|||
031024|RODAMIENTO 2203 2Z|SKF|008|200|A|UNI|||
031025|TACO CUAD.ESP.160HJ A-4 QUALITY COLOR|STANDFORD|008|007|A|CTO|||
031026|TACO CUAD.ESP.160HJ A-5 QUALITY COLOR|STANDFORD|008|007|A|CTO|||
031027|SEPARADOR P/CUAD.ESP.A-4  QUALITY SIN LIC.|STANDFORD|008|013|A|CTO|||
031029|SOBRE TROQUELADO A-4 QUALITY BOOK SIN LIC.|STANDFORD|008|004|A|CTO|||
031031|PLECA DE CORTE DE 23.3 X 0.7||008|200|A|MTR|||
031064|ROTULA GE 17 C|SKF|008|200|A|UNI|||
031065|PISTA P/RODAMIENTO 30X35X20||008|201|A|UNI|||
031066|TUERCA KM 10 COMPLETA||008|201|A|UNI|||
031067|TUERCA KM 9 COMPLETA||008|201|A|UNI|||
031068|FILTRO HIDRAULICO S/M (Ø27INT-Ø55EXT-66H)||008|201|A|UNI|||
031069|CARTULINA TRIPLEX 250 GR 700 MM|SUZANO|008|012|A|KLG|||
031075|REPUESTO AXLE 3263312|HONNER|008|200|A|UNI|||
031076|REPUESTO SWITCH PLECE 3163015|HONNER|008|200|A|UNI|||
031077|REPUESTO SLIDING PIN 3763307|HONNER|008|200|A|UNI|||
031078|SLOTTED COUNTERSUNK HEAD SCREW 7603025|HONNER|008|200|A|UNI|||
031079|SLOTTED COUNTERSUNK HEAD SCREW 76030103|HONNER|008|200|A|UNI|||
031080|REPUESTO MAIN PUSHER 9963140|HONNER|008|200|A|UNI|||
031081|REPUESTO CARRIER, CPL. 9963342|HONNER|008|200|A|UNI|||
031082|DADO PERNO GUIA BATIDOR||008|201|A|UNI|||
031095|SOLDIMIX 24 HR INDUSTRIAL||008|100|A|UNI|||
031096|CUAD DELUXE "B" 72 HOJAS SURTIDO C/M|STANDFORD|010|013|A|UNI|CTO||
031097|ACEITE DIELECTRICO P/TRANSFORMADOR 64|REPSOL|008|100|A|LTR|||
031103|CADENA DE TRANSMISION DE RODILLO ISO 08B-1RIV|KANA|008|201|A|MTR|||
031104|LAMPARA TIPO BAYONETA 12 V AC 2W||008|201|A|UNI|||
031105|CONTACTOR STF 42 220 V AC (1N0)||008|201|A|UNI|||
031106|TIMBRE 80W 220V AC||008|201|A|UNI|||
031107|MICROSWITH CON PALANCA - 15 AMP||008|201|A|UNI|||
031108|BOLSA PROMOCIONAL PLASTIFICADA CONTINENTAL||009|003|A|UNI|||
031116|FAJA BB-105 HEXAGONAL|DALFLEX|008|200|A|UNI|||
031117|RODAMIENTO RUN 2305 CON PISTA|FAG|008|200|A|UNI|||
031118|RELAY DE TARJETA 12V DC 16 AMP (1NO)|OMRON|008|200|A|UNI|||
031120|PAPEL BOND 70 GR 435 MM|BAHIA SUL|008|022|A|KLG|||
031135|TINTA INTENSE CYAN B 9800||008|100|A|KLG|||
031136|TINTA INTENSE YELLOW G 9800||008|100|A|KLG|||
031137|TINTA INTENSE MAGENTA P 9800||008|100|A|KLG|||
031138|CONECTOR DE CONTROL DE 16 PINES 16 AMP||008|201|A|UNI|||
031139|FOCO DE SEÑALIZACION 24 V 2V||008|201|A|UNI|||
031140|CONTACTOR 3TF42 22E 220V|SIEMENS|008|201|A|UNI|||
031141|BOBINA DE FRENO P/TECLE CM LOADSTAR||008|201|A|UNI|||
031142|RODAMIENTO 7210 BECBP|SKF|008|200|A|UNI|||
031143|RETEN 48 X 68 X 10||008|201|A|UNI|||
031144|SOPLETE P/PULVERIZAR||008|201|A|UNI|||
031146|PRENSATERMINAL||008|201|A|UNI|||
031147|INTERRUPTOR DE FUERZA 3 X 100|MERLYN GERING|008|201|A|UNI|||
031148|CAJA P/01 PULSADORES||008|201|A|UNI|||
031149|CAJA P/02 PULSADORES||008|201|A|UNI|||
031150|PULSADOR PESADO NEGRO||008|201|A|UNI|||
031151|PULSADOR PESADO VERDE||008|201|A|UNI|||
031152|TERMINALES DE COMPRESIÓN P/CABLE N° 2||008|201|A|UNI|||
031153|TERMINALES COMPRESIÓN P/CABLE N°6||008|201|A|UNI|||
031154|CABLE GPT N° 14 AWG|INDECO|008|201|A|MTR|||
031155|CABLE GPT N° 16 AWG|INDECO|008|201|A|MTR|||
031161|PLATO PRESOR DE FRENO||008|201|A|UNI|||
031162|FUSIBLE DZ 25 AMP||008|201|A|UNI|||
031163|FUSIBLE DZ 10 AMP||008|201|A|UNI|||
031164|CABLE VULCANIZADO NTL 3 X 18 AWG||008|201|A|MTR|||
031165|CABLE VULCANIZADO NTL 3 X 16 AWG||008|201|A|MTR|||
031166|CABLE VULCANIZADO NTL 3 X 14 AWG||008|201|A|MTR|||
031167|CABLE DE CONTROL 8 X 18 AWG||008|201|A|MTR|||
031168|CABLE DE CONTROL 5 X 18 AWG||008|201|A|MTR|||
031169|BORNERA NEGRA 10 AMP||008|201|A|UNI|||
031170|BORNERA NEGRA 15 AMP||008|201|A|UNI|||
031171|TERMINALES PUNTA N° 18||008|201|A|CTO|||
031172|TERMINALES PUNTA N° 16||008|201|A|CTO|||
031173|TERMINALES HOJAL NO. 18 3/8" DIAM.||008|201|A|CTO|||
031174|TERMINALES HOJAL N° 16  5/36||008|201|A|CTO|||
031182|RODAMIENTO X-32009 X CON PISTA|SKF|008|200|A|UNI|||
031183|RODAMIENTO 16004||008|200|A|UNI|||
031184|RODAMIENTO 5904|SKF|008|200|A|UNI|||
031185|RODAMIENTO 5905|INA|008|200|A|UNI|||
031188|RESORTE DE 19 LARGO X 14 Ø MM||008|201|A|UNI|||
031189|PASTILLA VULCANIZADA||008|201|A|UNI|||
031191|RESORTE 25 X 70 MM||008|201|A|UNI|||
031192|RESORTE 25 X 55 MM||008|201|A|UNI|||
031193|RODAMIENTO 2204 E 2RS|SKF|008|200|A|UNI|||
031194|RODAMIENTO 62302|SKF|008|200|A|UNI|||
031195|RODAMIENTO E 30 K RR|INA|008|200|A|UNI|||
031196|RODAMIENTO LINEAL TNA KB/KGS 3068||008|200|A|UNI|||
031197|ROTULA ELGES GIKFL 16 GERMANY T||008|200|A|UNI|||
031198|ROTULA ELGES GIKER 16 PB GERMANY NN||008|200|A|UNI|||
031200|MANGUERA TURBO  1 1/2||008|201|A|MTR|||
031201|ROTULA IKO PHS 12A (DERECHO)||008|200|A|UNI|||
031202|ROTULA IKO PHSB 1/2 L (IZQUIERDO)||008|200|A|UNI|||
031203|RODAMIENTO NTN 63208 2Z/2A||008|200|A|UNI|||
031204|FAJA EN V A-61|OPTIBELT|008|200|A|UNI|||
031205|CUAD DELUXE 96HJ CUADRI PIRATAS DEL CARIBE|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031206|CUAD DELUXE 96HJ CUADRI PADRINOS MAGICOS|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031207|CUAD DELUXE 96HJ CUADRI THE DOG'S|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031208|VALE CONSUMO METRO P/INCENTIVO-S/.60.00||009|003|A|UNI|||
031209|VALE CONSUMO METRO P/INCENTIVO-S/.40.00||009|003|A|UNI|||
031210|VALE CONSUMO METRO P/INCENTIVO-S/.30.00||009|003|A|UNI|||
031211|VENTANA CRISTAL DE 6 MM INCOLORO 40 X 110||008|200|A|UNI|||
031212|CADENA SIMPLE ASA (50-1) 5/8"||008|201|A|MTR|||
031213|CUAD DELUXE 96HJ CUADRI COSIDO W.POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031214|CUAD DELUXE 96HJ RAYADO COS W.POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031215|CUAD DELUXE 96HJ CUADRI COSIDO P.RANGER|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031216|CUAD DELUXE 96HJ RAYADO COS POWER RANGER|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031217|CUAD DELUXE 96HJ CUADRI LOONEY TUNES|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031218|CUAD DELUXE 96HJ RAYADO  PERSONAJES|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031219|CUAD DELUXE 96HJ T/RENGLON LOONEY TUNES|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031220|CUAD DELUXE 96HJ T/RAYA LOONEY TUNES|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031221|CUAD DELUXE 96HJ CUADRI MAGIC C/STICKER|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031222|CUAD DELUXE 96HJ RAYADO MAGIC C/STICKER|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031223|CUAD DELUXE 96HJ T/RENGLON MAGIC C/STIC|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031224|CUAD DELUXE 96HJ T/RAYA MAGIC C/STICKER|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031225|CUAD DELUXE 96HJ D/RAYA MAGIC C/STICKER|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
031226|CUAD DELUXE 92HJ CARTOG RAYA MAGIC C/STIC|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
031227|CUAD DELUXE 92HJ CUADRI THE DOG´S|MYLANO|010|012|D|UNI|DOC|CTO|MLL
031228|CUAD DELUXE 92HJ RAYADO THE DOG´S|MYLANO|010|012|A|UNI|DOC|CTO|MLL
031229|CUAD DELUXE 92HJ INICIAL THE DOG´S|MYLANO|010|012|D|UNI|DOC|CTO|MLL
031230|CUAD DELUXE 92HJ KINDER THE DOG´S|MYLANO|010|012|D|UNI|DOC|CTO|MLL
031231|CUAD DELUXE 92HJ CUADRI SPIDERMAN|MYLANO|010|012|A|UNI|DOC|CTO|MLL
031232|CUAD DELUXE 92HJ RAYADO SPIDERMAN|MYLANO|010|012|A|UNI|DOC|CTO|MLL
